"network_size","iteration","igraph","network","ggnet2","geomnet","ggnetwork"
50,21,0.131000000000313,0.156999999999698,0.179000000000087,0.220000000000255,0.210999999999785
50,22,0.111999999999625,0.139000000000124,0.175000000000182,0.23299999999972,0.194999999999709
50,23,0.120000000000346,0.239000000000033,0.218999999999596,0.407999999999902,0.250999999999749
50,24,0.117000000000189,0.157000000000153,0.200000000000273,0.262000000000171,0.236000000000331
50,25,0.23299999999972,0.182999999999993,0.401000000000295,0.472999999999956,0.222999999999956
50,26,0.144999999999982,0.304999999999836,0.337999999999738,0.355000000000018,0.329000000000178
50,27,0.130000000000109,0.155999999999949,0.205999999999676,0.251000000000204,0.409999999999854
50,28,0.2199999999998,0.15099999999984,0.199999999999818,0.255999999999858,0.219000000000051
50,29,0.125,0.146000000000186,0.209000000000287,0.246000000000095,0.243000000000393
50,30,0.113000000000284,0.135999999999967,0.17699999999968,0.230000000000018,0.194000000000415
