"network_size","iteration","igraph","network","ggnet2","geomnet","ggnetwork"
25,41,0.0319999999992433,0.22400000000016,0.380000000000109,0.715000000000146,1.07600000000002
25,42,0.0560000000004948,0.331000000000131,0.554000000000087,0.744999999999891,1.11699999999928
25,43,0.0489999999999782,0.248999999999796,0.417000000000371,0.52599999999984,0.773000000000138
25,44,0.0360000000000582,0.234000000000378,0.40900000000056,0.757000000000517,1.11999999999989
25,45,0.0500000000001819,0.327000000000226,0.5600000000004,0.729999999999563,1.13299999999981
25,46,0.058999999999287,0.333000000000538,0.552000000000589,0.725000000000364,0.932999999999993
25,47,0.0320000000001528,0.221000000000458,0.376999999999498,0.509999999999309,0.75
25,48,0.0409999999992579,0.230999999999767,0.438999999999396,0.743000000000393,1.11399999999958
25,49,0.0500000000001819,0.331000000000131,0.54700000000048,0.735999999999876,1.06400000000031
25,50,0.0339999999996508,0.235000000000582,0.397999999999229,0.513999999999214,0.789999999999964
