"setup","network_size","iteration","Visualization approach","time"
"MBPro13",100,5,"network",1.01399999999921
"MBPro13",100,6,"network",1.05400000000009
"MBPro13",100,7,"network",1.04599999999846
"MBPro13",100,8,"network",1.01499999999942
"MBPro13",100,9,"network",1.04000000000087
"MBPro13",100,10,"network",1.02200000000084
"MBPro13",100,11,"network",1.03100000000268
"MBPro13",100,12,"network",1.07400000000052
"MBPro13",100,13,"network",1.02700000000186
"MBPro13",100,14,"network",1.05299999999988
"MBPro13",100,15,"network",1.04199999999764
"MBPro13",100,16,"network",1.04900000000271
"MBPro13",100,17,"network",1.05600000000049
"MBPro13",100,18,"network",1.16100000000006
"MBPro13",100,19,"network",1.04300000000148
"MBPro13",100,20,"network",1.01900000000023
"MBPro13",100,21,"network",1.2019999999975
"MBPro13",100,22,"network",1.04299999999785
"MBPro13",100,23,"network",1.05699999999342
"MBPro13",100,24,"network",1.04299999999785
"MBPro13",100,25,"network",1.04499999999825
"MBPro13",100,26,"network",1.05100000000675
"MBPro13",100,27,"network",1.08199999999488
"MBPro13",100,28,"network",1.0480000000025
"MBPro13",100,29,"network",1.12099999999919
"MBPro13",100,30,"network",1.00699999999779
"MBPro13",100,31,"network",1.07200000000012
"MBPro13",100,32,"network",1.06100000000151
"MBPro13",100,33,"network",1.05200000000332
"MBPro13",100,34,"network",1.0460000000021
"MBPro13",100,35,"network",1.07600000000093
"MBPro13",100,36,"network",1.0570000000007
"MBPro13",100,37,"network",1.02100000000064
"MBPro13",100,38,"network",1.08000000000175
"MBPro13",100,39,"network",1.0679999999993
"MBPro13",100,40,"network",1.05200000000332
"MBPro13",100,41,"network",1.08899999999994
"MBPro13",100,42,"network",1.04699999999866
"MBPro13",100,43,"network",1.06199999999808
"MBPro13",100,44,"network",1.05400000000373
"MBPro13",100,45,"network",1.04499999999825
"MBPro13",100,46,"network",1.05399999999645
"MBPro13",100,47,"network",1.0280000000057
"MBPro13",100,48,"network",1.03100000000268
"MBPro13",100,49,"network",1.01900000000023
"MBPro13",100,50,"network",1.05299999999988
"MBPro13",100,51,"network",1.08600000000297
"MBPro13",100,52,"network",1.06500000000233
"MBPro13",100,53,"network",1.03800000000047
"MBPro13",100,54,"network",1.09600000000501
"MBPro13",100,55,"network",1.05500000000029
"MBPro13",100,56,"network",1.07400000000052
"MBPro13",100,57,"network",1.03000000000611
"MBPro13",100,58,"network",1.03399999999965
"MBPro13",100,59,"network",1.05299999999988
"MBPro13",100,60,"network",1.05500000000029
"MBPro13",100,61,"network",1.09799999999814
"MBPro13",100,62,"network",1.05799999999726
"MBPro13",100,63,"network",1.04299999999785
"MBPro13",100,64,"network",1.0460000000021
"MBPro13",100,65,"network",1.19900000000052
"MBPro13",100,66,"network",1.03100000000268
"MBPro13",100,67,"network",1.10100000000239
"MBPro13",100,68,"network",1.0460000000021
"MBPro13",100,69,"network",1.01900000000023
"MBPro13",100,70,"network",1.06000000000495
"MBPro13",100,71,"network",1.10800000000017
"MBPro13",100,72,"network",1.03300000000309
"MBPro13",100,73,"network",0.996999999995751
"MBPro13",100,74,"network",1.03800000000047
"MBPro13",100,75,"network",1.05000000000291
"MBPro13",100,76,"network",1.03600000000006
"MBPro13",100,77,"network",1.04400000000169
"MBPro13",100,78,"network",1.04400000000169
"MBPro13",100,79,"network",1.19799999999668
"MBPro13",100,80,"network",1.03800000000047
"MBPro13",100,81,"network",1.10099999999511
"MBPro13",100,82,"network",1.05000000000291
"MBPro13",100,83,"network",1.05500000000029
"MBPro13",100,84,"network",1.06199999999808
"MBPro13",100,85,"network",1.07200000000012
"MBPro13",100,86,"network",1.04899999999907
"MBPro13",100,87,"network",1.02400000000489
"MBPro13",100,88,"network",1.07600000000093
"MBPro13",100,89,"network",1.06300000000192
"MBPro13",100,90,"network",1.04300000000512
"MBPro13",100,91,"network",1.07100000000355
"MBPro13",100,92,"network",1.06399999999849
"MBPro13",100,93,"network",1.0679999999993
"MBPro13",100,94,"network",1.07400000000052
"MBPro13",100,95,"network",1.05900000000111
"MBPro13",100,96,"network",1.0370000000039
"MBPro13",100,97,"network",1.06099999999424
"MBPro13",100,98,"network",1.05699999999342
"MBPro13",100,99,"network",1.03900000000431
"MBPro13",100,100,"network",1.06199999999808
"MBPro13",125,1,"network",1.95999999999913
"MBPro13",125,2,"network",1.89699999999721
"MBPro13",125,3,"network",1.69499999999971
"MBPro13",125,4,"network",1.91100000000006
"MBPro13",125,5,"network",1.94099999999889
"MBPro13",125,6,"network",1.77999999999884
"MBPro13",125,7,"network",1.82500000000073
"MBPro13",125,8,"network",1.83199999999852
"MBPro13",125,9,"network",1.72200000000157
"MBPro13",125,10,"network",1.7970000000023
"MBPro13",125,11,"network",1.84300000000076
"MBPro13",125,12,"network",1.77600000000166
"MBPro13",125,13,"network",1.71299999999974
"MBPro13",125,14,"network",1.74299999999857
"MBPro13",125,15,"network",1.79500000000189
"MBPro13",125,16,"network",1.7970000000023
"MBPro13",125,17,"network",1.76599999999962
"MBPro13",125,18,"network",1.7970000000023
"MBPro13",125,19,"network",1.81000000000131
"MBPro13",125,20,"network",1.79100000000108
"MBPro13",125,21,"network",1.8179999999993
"MBPro13",125,22,"network",1.79699999999866
"MBPro13",125,23,"network",1.74700000000303
"MBPro13",125,24,"network",1.70599999999831
"MBPro13",125,25,"network",1.73799999999756
"MBPro13",125,26,"network",1.77200000000448
"MBPro13",125,27,"network",1.73999999999796
"MBPro13",125,28,"network",1.83099999999831
"MBPro13",125,29,"network",1.74300000000221
"MBPro13",125,30,"network",1.82099999999627
"MBPro13",125,31,"network",2.04300000000512
"MBPro13",125,32,"network",1.84900000000198
"MBPro13",125,33,"network",1.91799999999785
"MBPro13",125,34,"network",1.98099999999977
"MBPro13",125,35,"network",2.00099999999657
"MBPro13",125,36,"network",1.97699999999895
"MBPro13",125,37,"network",1.91500000000087
"MBPro13",125,38,"network",2.02599999999802
"MBPro13",125,39,"network",1.93700000000536
"MBPro13",125,40,"network",1.78299999999581
"MBPro13",125,41,"network",1.94900000000052
"MBPro13",125,42,"network",1.80399999999645
"MBPro13",125,43,"network",1.84900000000198
"MBPro13",125,44,"network",1.83000000000175
"MBPro13",125,45,"network",1.79299999999785
"MBPro13",125,46,"network",1.7960000000021
"MBPro13",125,47,"network",1.81900000000314
"MBPro13",125,48,"network",1.7960000000021
"MBPro13",125,49,"network",1.76399999999558
"MBPro13",125,50,"network",1.77799999999843
"MBPro13",125,51,"network",1.92900000000373
"MBPro13",125,52,"network",1.78500000000349
"MBPro13",125,53,"network",1.79099999999744
"MBPro13",125,54,"network",1.7980000000025
"MBPro13",125,55,"network",1.74299999999494
"MBPro13",125,56,"network",1.71399999999994
"MBPro13",125,57,"network",1.80399999999645
"MBPro13",125,58,"network",1.75099999999657
"MBPro13",125,59,"network",1.79400000000169
"MBPro13",125,60,"network",1.75200000000041
"MBPro13",125,61,"network",1.84199999999691
"MBPro13",125,62,"network",1.81399999999849
"MBPro13",125,63,"network",1.78499999999622
"MBPro13",125,64,"network",1.85299999999552
"MBPro13",125,65,"network",1.29699999999866
"MBPro13",125,66,"network",1.72899999999936
"MBPro13",125,67,"network",1.8949999999968
"MBPro13",125,68,"network",1.83899999999994
"MBPro13",125,69,"network",1.77499999999418
"MBPro13",125,70,"network",1.74300000000221
"MBPro13",125,71,"network",1.68899999999849
"MBPro13",125,72,"network",1.71600000000035
"MBPro13",125,73,"network",1.79100000000471
"MBPro13",125,74,"network",1.79000000000087
"MBPro13",125,75,"network",1.83600000000297
"MBPro13",125,76,"network",1.75600000000122
"MBPro13",125,77,"network",1.72099999999773
"MBPro13",125,78,"network",1.80099999999948
"MBPro13",125,79,"network",1.85399999999936
"MBPro13",125,80,"network",1.76499999999942
"MBPro13",125,81,"network",1.87200000000303
"MBPro13",125,82,"network",1.80000000000291
"MBPro13",125,83,"network",1.74599999999919
"MBPro13",125,84,"network",1.77099999999336
"MBPro13",125,85,"network",1.75100000000384
"MBPro13",125,86,"network",1.79200000000128
"MBPro13",125,87,"network",1.79299999999785
"MBPro13",125,88,"network",1.75200000000041
"MBPro13",125,89,"network",1.71099999999569
"MBPro13",125,90,"network",1.84300000000076
"MBPro13",125,91,"network",1.91399999999703
"MBPro13",125,92,"network",1.95599999999831
"MBPro13",125,93,"network",1.78799999999319
"MBPro13",125,94,"network",1.92700000000332
"MBPro13",125,95,"network",1.82200000000012
"MBPro13",125,96,"network",1.80000000000291
"MBPro13",125,97,"network",1.76499999999942
"MBPro13",125,98,"network",1.76400000000285
"MBPro13",125,99,"network",1.77399999999761
"MBPro13",125,100,"network",1.81700000000274
"MBPro13",150,1,"network",2.69599999999991
"MBPro13",150,2,"network",2.57600000000093
"MBPro13",150,3,"network",2.74199999999837
"MBPro13",150,4,"network",2.67299999999886
"MBPro13",150,5,"network",2.67599999999948
"MBPro13",150,6,"network",2.7029999999977
"MBPro13",150,7,"network",2.67499999999927
"MBPro13",150,8,"network",2.7019999999975
"MBPro13",150,9,"network",2.72199999999793
"MBPro13",150,10,"network",2.79900000000271
"MBPro13",150,11,"network",2.66100000000006
"MBPro13",150,12,"network",2.65200000000186
"MBPro13",150,13,"network",2.57300000000032
"MBPro13",150,14,"network",2.66100000000006
"MBPro13",150,15,"network",2.63899999999921
"MBPro13",150,16,"network",2.59999999999854
"MBPro13",150,17,"network",2.625
"MBPro13",150,18,"network",2.6150000000016
"MBPro13",150,19,"network",2.77300000000105
"MBPro13",150,20,"network",2.67199999999866
"MBPro13",150,21,"network",3.06199999999808
"MBPro13",150,22,"network",2.80500000000029
"MBPro13",150,23,"network",2.75400000000081
"MBPro13",150,24,"network",2.77100000000064
"MBPro13",150,25,"network",2.74600000000646
"MBPro13",150,26,"network",2.76000000000204
"MBPro13",150,27,"network",2.65499999999884
"MBPro13",150,28,"network",2.68699999999808
"MBPro13",150,29,"network",2.71899999999732
"MBPro13",150,30,"network",2.75300000000425
"MBPro13",150,31,"network",2.72999999999593
"MBPro13",150,32,"network",3.64699999999721
"MBPro13",150,33,"network",3.59399999999732
"MBPro13",150,34,"network",3.7699999999968
"MBPro13",150,35,"network",3.67499999999563
"MBPro13",150,36,"network",3.64100000000326
"MBPro13",150,37,"network",3.73700000000099
"MBPro13",150,38,"network",3.63500000000204
"MBPro13",150,39,"network",3.60299999999552
"MBPro13",150,40,"network",3.6449999999968
"MBPro13",150,41,"network",2.81899999999587
"MBPro13",150,42,"network",2.7809999999954
"MBPro13",150,43,"network",2.76400000000285
"MBPro13",150,44,"network",2.76600000000326
"MBPro13",150,45,"network",2.84000000000378
"MBPro13",150,46,"network",2.81399999999849
"MBPro13",150,47,"network",2.71199999999953
"MBPro13",150,48,"network",2.74900000000343
"MBPro13",150,49,"network",2.90200000000186
"MBPro13",150,50,"network",2.7589999999982
"MBPro13",150,51,"network",2.80900000000111
"MBPro13",150,52,"network",2.62000000000262
"MBPro13",150,53,"network",2.71600000000035
"MBPro13",150,54,"network",2.71600000000035
"MBPro13",150,55,"network",2.57600000000093
"MBPro13",150,56,"network",2.59900000000198
"MBPro13",150,57,"network",2.69600000000355
"MBPro13",150,58,"network",2.6359999999986
"MBPro13",150,59,"network",2.75800000000163
"MBPro13",150,60,"network",2.59999999999854
"MBPro13",150,61,"network",2.77999999999884
"MBPro13",150,62,"network",2.65699999999924
"MBPro13",150,63,"network",2.62199999999575
"MBPro13",150,64,"network",2.69700000000012
"MBPro13",150,65,"network",2.59399999999732
"MBPro13",150,66,"network",2.68500000000495
"MBPro13",150,67,"network",2.72299999999814
"MBPro13",150,68,"network",2.72600000000239
"MBPro13",150,69,"network",2.67500000000291
"MBPro13",150,70,"network",2.62200000000303
"MBPro13",150,71,"network",2.85199999999895
"MBPro13",150,72,"network",2.7589999999982
"MBPro13",150,73,"network",2.81100000000151
"MBPro13",150,74,"network",2.65699999999924
"MBPro13",150,75,"network",2.73200000000361
"MBPro13",150,76,"network",2.82800000000134
"MBPro13",150,77,"network",2.7390000000014
"MBPro13",150,78,"network",2.81199999999808
"MBPro13",150,79,"network",2.74499999999534
"MBPro13",150,80,"network",2.68300000000454
"MBPro13",150,81,"network",2.90699999999924
"MBPro13",150,82,"network",2.7780000000057
"MBPro13",150,83,"network",2.74300000000221
"MBPro13",150,84,"network",2.70599999999831
"MBPro13",150,85,"network",2.75700000000506
"MBPro13",150,86,"network",2.83600000000297
"MBPro13",150,87,"network",2.72499999999854
"MBPro13",150,88,"network",2.69799999999668
"MBPro13",150,89,"network",2.68000000000029
"MBPro13",150,90,"network",2.92799999999988
"MBPro13",150,91,"network",3.09399999999732
"MBPro13",150,92,"network",2.88400000000547
"MBPro13",150,93,"network",2.76799999999639
"MBPro13",150,94,"network",2.81599999999889
"MBPro13",150,95,"network",2.87100000000646
"MBPro13",150,96,"network",2.8269999999975
"MBPro13",150,97,"network",2.04300000000512
"MBPro13",150,98,"network",2.83299999999872
"MBPro13",150,99,"network",2.7609999999986
"MBPro13",150,100,"network",2.65699999999924
"MBPro13",175,1,"network",4.43999999999869
"MBPro13",175,2,"network",4.34200000000055
"MBPro13",175,3,"network",4.0789999999979
"MBPro13",175,4,"network",4.25499999999738
"MBPro13",175,5,"network",4.17399999999907
"MBPro13",175,6,"network",4.28499999999985
"MBPro13",175,7,"network",4.12900000000081
"MBPro13",175,8,"network",4.23999999999796
"MBPro13",175,9,"network",4.18100000000049
"MBPro13",175,10,"network",4.10800000000017
"MBPro13",175,11,"network",4.29100000000108
"MBPro13",175,12,"network",3.96500000000015
"MBPro13",175,13,"network",4.01100000000224
"MBPro13",175,14,"network",4.1260000000002
"MBPro13",175,15,"network",4.23699999999735
"MBPro13",175,16,"network",4.20700000000215
"MBPro13",175,17,"network",4.0679999999993
"MBPro13",175,18,"network",4.03800000000047
"MBPro13",175,19,"network",4.00800000000163
"MBPro13",175,20,"network",4.06899999999951
"MBPro13",175,21,"network",4.41700000000128
"MBPro13",175,22,"network",4.44400000000314
"MBPro13",175,23,"network",4.35599999999977
"MBPro13",175,24,"network",4.34900000000198
"MBPro13",175,25,"network",4.25200000000041
"MBPro13",175,26,"network",4.3839999999982
"MBPro13",175,27,"network",4.29100000000471
"MBPro13",175,28,"network",4.3949999999968
"MBPro13",175,29,"network",4.43699999999808
"MBPro13",175,30,"network",4.24299999999494
"MBPro13",175,31,"network",4.21800000000076
"MBPro13",175,32,"network",4.40400000000227
"MBPro13",175,33,"network",4.21399999999994
"MBPro13",175,34,"network",4.09599999999773
"MBPro13",175,35,"network",4.41300000000047
"MBPro13",175,36,"network",5.36099999999715
"MBPro13",175,37,"network",5.57099999999627
"MBPro13",175,38,"network",5.53299999999581
"MBPro13",175,39,"network",5.60300000000279
"MBPro13",175,40,"network",5.20599999999831
"MBPro13",175,41,"network",4.52499999999418
"MBPro13",175,42,"network",4.23300000000017
"MBPro13",175,43,"network",4.3640000000014
"MBPro13",175,44,"network",4.31500000000233
"MBPro13",175,45,"network",4.20500000000175
"MBPro13",175,46,"network",4.16700000000128
"MBPro13",175,47,"network",4.38999999999942
"MBPro13",175,48,"network",4.18800000000192
"MBPro13",175,49,"network",4.17099999999482
"MBPro13",175,50,"network",4.35399999999936
"MBPro13",175,51,"network",4.25600000000122
"MBPro13",175,52,"network",4.02999999999884
"MBPro13",175,53,"network",4.09399999999732
"MBPro13",175,54,"network",4.04099999999744
"MBPro13",175,55,"network",4.03800000000047
"MBPro13",175,56,"network",4.04299999999785
"MBPro13",175,57,"network",4.19500000000698
"MBPro13",175,58,"network",4.14599999999336
"MBPro13",175,59,"network",3.97699999999895
"MBPro13",175,60,"network",3.86000000000058
"MBPro13",175,61,"network",4.27399999999761
"MBPro13",175,62,"network",4.41000000000349
"MBPro13",175,63,"network",4.15499999999884
"MBPro13",175,64,"network",3.23600000000442
"MBPro13",175,65,"network",4.24300000000221
"MBPro13",175,66,"network",3.88899999999558
"MBPro13",175,67,"network",4.06700000000274
"MBPro13",175,68,"network",4.31300000000192
"MBPro13",175,69,"network",4.26799999999639
"MBPro13",175,70,"network",4.28600000000006
"MBPro13",175,71,"network",4.26299999999901
"MBPro13",175,72,"network",4.29000000000087
"MBPro13",175,73,"network",4.18999999999505
"MBPro13",175,74,"network",4.21100000000297
"MBPro13",175,75,"network",4.2239999999947
"MBPro13",175,76,"network",4.12900000000081
"MBPro13",175,77,"network",4.30900000000111
"MBPro13",175,78,"network",4.13899999999558
"MBPro13",175,79,"network",4.02300000000105
"MBPro13",175,80,"network",4.16300000000047
"MBPro13",175,81,"network",4.17599999999948
"MBPro13",175,82,"network",4.10899999999674
"MBPro13",175,83,"network",4.29299999999785
"MBPro13",175,84,"network",4.22600000000239
"MBPro13",175,85,"network",4.07700000000477
"MBPro13",175,86,"network",4.6820000000007
"MBPro13",175,87,"network",4.35199999999895
"MBPro13",175,88,"network",4.20899999999529
"MBPro13",175,89,"network",4.2870000000039
"MBPro13",175,90,"network",4.21199999999953
"MBPro13",175,91,"network",4.34100000000035
"MBPro13",175,92,"network",4.53899999999703
"MBPro13",175,93,"network",4.10299999999552
"MBPro13",175,94,"network",4.23600000000442
"MBPro13",175,95,"network",3.90899999999965
"MBPro13",175,96,"network",4.11999999999534
"MBPro13",175,97,"network",4.16599999999744
"MBPro13",175,98,"network",4.11499999999796
"MBPro13",175,99,"network",4.06100000000151
"MBPro13",175,100,"network",4.10099999999511
"MBPro13",200,1,"network",6.26600000000326
"MBPro13",200,2,"network",6.00900000000183
"MBPro13",200,3,"network",6.08199999999852
"MBPro13",200,4,"network",6.00599999999758
"MBPro13",200,5,"network",6.07800000000134
"MBPro13",200,6,"network",6.27000000000044
"MBPro13",200,7,"network",6.83799999999974
"MBPro13",200,8,"network",6.58599999999933
"MBPro13",200,9,"network",6.36799999999857
"MBPro13",200,10,"network",6.55300000000352
"MBPro13",200,11,"network",6.36300000000119
"MBPro13",200,12,"network",6.57900000000154
"MBPro13",200,13,"network",6.57099999999991
"MBPro13",200,14,"network",6.06599999999889
"MBPro13",200,15,"network",5.92799999999988
"MBPro13",200,16,"network",4.81999999999971
"MBPro13",200,17,"network",6.02200000000084
"MBPro13",200,18,"network",5.78900000000067
"MBPro13",200,19,"network",6.01100000000224
"MBPro13",200,20,"network",5.90899999999965
"MBPro13",200,21,"network",6.13300000000163
"MBPro13",200,22,"network",6.31599999999889
"MBPro13",200,23,"network",5.96099999999569
"MBPro13",200,24,"network",6.22699999999895
"MBPro13",200,25,"network",6.01900000000023
"MBPro13",200,26,"network",4.92199999999866
"MBPro13",200,27,"network",6.16300000000047
"MBPro13",200,28,"network",6.65699999999924
"MBPro13",200,29,"network",6.24799999999959
"MBPro13",200,30,"network",6.23500000000058
"MBPro13",200,31,"network",7.36300000000483
"MBPro13",200,32,"network",6.31100000000151
"MBPro13",200,33,"network",6.77300000000105
"MBPro13",200,34,"network",5.37099999999919
"MBPro13",200,35,"network",8.09500000000116
"MBPro13",200,36,"network",8.19099999999889
"MBPro13",200,37,"network",8.29599999999482
"MBPro13",200,38,"network",8.39799999999377
"MBPro13",200,39,"network",6.20100000000093
"MBPro13",200,40,"network",5.90299999999843
"MBPro13",200,41,"network",4.97799999999552
"MBPro13",200,42,"network",6.52799999999843
"MBPro13",200,43,"network",6.16799999999785
"MBPro13",200,44,"network",6.04400000000169
"MBPro13",200,45,"network",6.2300000000032
"MBPro13",200,46,"network",4.54699999999866
"MBPro13",200,47,"network",6.51800000000367
"MBPro13",200,48,"network",4.58099999999831
"MBPro13",200,49,"network",6.06300000000192
"MBPro13",200,50,"network",6.33499999999913
"MBPro13",200,51,"network",6.13699999999517
"MBPro13",200,52,"network",6.14700000000448
"MBPro13",200,53,"network",6.31399999999849
"MBPro13",200,54,"network",6.05500000000029
"MBPro13",200,55,"network",6.01299999999901
"MBPro13",200,56,"network",6.13699999999517
"MBPro13",200,57,"network",4.65799999999581
"MBPro13",200,58,"network",4.70799999999872
"MBPro13",200,59,"network",4.74799999999959
"MBPro13",200,60,"network",6.03600000000006
"MBPro13",200,61,"network",6.42500000000291
"MBPro13",200,62,"network",6.17699999999604
"MBPro13",200,63,"network",6.34300000000076
"MBPro13",200,64,"network",6.19900000000052
"MBPro13",200,65,"network",5.86200000000099
"MBPro13",200,66,"network",6.00600000000122
"MBPro13",200,67,"network",6.15299999999843
"MBPro13",200,68,"network",6.14100000000326
"MBPro13",200,69,"network",6.19999999999709
"MBPro13",200,70,"network",6.29100000000471
"MBPro13",200,71,"network",6.19900000000052
"MBPro13",200,72,"network",6.4539999999979
"MBPro13",200,73,"network",6.13200000000506
"MBPro13",200,74,"network",6.08999999999651
"MBPro13",200,75,"network",6.09199999999691
"MBPro13",200,76,"network",5.92799999999988
"MBPro13",200,77,"network",6.23500000000058
"MBPro13",200,78,"network",6.08100000000559
"MBPro13",200,79,"network",6.3269999999975
"MBPro13",200,80,"network",6.23199999999633
"MBPro13",200,81,"network",6.17099999999482
"MBPro13",200,82,"network",6.20599999999831
"MBPro13",200,83,"network",5.88999999999942
"MBPro13",200,84,"network",5.99600000000646
"MBPro13",200,85,"network",5.97599999999511
"MBPro13",200,86,"network",6.00600000000122
"MBPro13",200,87,"network",5.94399999999587
"MBPro13",200,88,"network",6.34300000000076
"MBPro13",200,89,"network",6.28300000000309
"MBPro13",200,90,"network",6.16599999999744
"MBPro13",200,91,"network",6.13300000000163
"MBPro13",200,92,"network",5.8859999999986
"MBPro13",200,93,"network",6.37600000000384
"MBPro13",200,94,"network",6.06999999999971
"MBPro13",200,95,"network",6.32800000000134
"MBPro13",200,96,"network",6.14400000000023
"MBPro13",200,97,"network",6.2390000000014
"MBPro13",200,98,"network",6.38500000000204
"MBPro13",200,99,"network",6.42200000000594
"MBPro13",200,100,"network",6.14799999999377
"MBPro13",225,1,"network",9.11000000000058
"MBPro13",225,2,"network",8.44399999999951
"MBPro13",225,3,"network",9.96800000000076
"MBPro13",225,4,"network",8.47400000000198
"MBPro13",225,5,"network",8.44100000000253
"MBPro13",225,6,"network",9.96900000000096
"MBPro13",225,7,"network",7.11199999999735
"MBPro13",225,8,"network",9.11000000000058
"MBPro13",225,9,"network",8.69900000000052
"MBPro13",225,10,"network",8.95400000000154
"MBPro13",225,11,"network",7.16800000000148
"MBPro13",225,12,"network",8.96700000000055
"MBPro13",225,13,"network",8.36399999999776
"MBPro13",225,14,"network",8.54000000000087
"MBPro13",225,15,"network",8.5099999999984
"MBPro13",225,16,"network",8.92499999999927
"MBPro13",225,17,"network",8.95899999999892
"MBPro13",225,18,"network",9.10599999999977
"MBPro13",225,19,"network",8.54699999999866
"MBPro13",225,20,"network",9.05699999999706
"MBPro13",225,21,"network",8.49700000000303
"MBPro13",225,22,"network",8.94700000000012
"MBPro13",225,23,"network",8.70999999999913
"MBPro13",225,24,"network",9.61099999999715
"MBPro13",225,25,"network",9.48799999999756
"MBPro13",225,26,"network",7.50800000000163
"MBPro13",225,27,"network",9.62699999999313
"MBPro13",225,28,"network",8.96600000000035
"MBPro13",225,29,"network",8.66700000000128
"MBPro13",225,30,"network",6.71799999999348
"MBPro13",225,31,"network",11.7969999999987
"MBPro13",225,32,"network",9.51599999999598
"MBPro13",225,33,"network",11.5239999999976
"MBPro13",225,34,"network",11.2699999999968
"MBPro13",225,35,"network",12.0179999999964
"MBPro13",225,36,"network",12.1469999999972
"MBPro13",225,37,"network",12.2479999999996
"MBPro13",225,38,"network",10.573000000004
"MBPro13",225,39,"network",9.90800000000309
"MBPro13",225,40,"network",9.99599999999919
"MBPro13",225,41,"network",8.97200000000157
"MBPro13",225,42,"network",9.09999999999854
"MBPro13",225,43,"network",9.02199999999721
"MBPro13",225,44,"network",9.01299999999901
"MBPro13",225,45,"network",6.96600000000035
"MBPro13",225,46,"network",7.00599999999395
"MBPro13",225,47,"network",9.33999999999651
"MBPro13",225,48,"network",8.8859999999986
"MBPro13",225,49,"network",7.22200000000157
"MBPro13",225,50,"network",8.64500000000407
"MBPro13",225,51,"network",8.52300000000105
"MBPro13",225,52,"network",7.06299999999464
"MBPro13",225,53,"network",9.13900000000285
"MBPro13",225,54,"network",8.39799999999377
"MBPro13",225,55,"network",8.78100000000268
"MBPro13",225,56,"network",6.98799999999756
"MBPro13",225,57,"network",9.05999999999767
"MBPro13",225,58,"network",9.01100000000588
"MBPro13",225,59,"network",8.85900000000402
"MBPro13",225,60,"network",8.53199999999924
"MBPro13",225,61,"network",8.38199999999779
"MBPro13",225,62,"network",8.89800000000105
"MBPro13",225,63,"network",9.20099999999366
"MBPro13",225,64,"network",8.40800000000309
"MBPro13",225,65,"network",8.74699999999575
"MBPro13",225,66,"network",8.86399999999412
"MBPro13",225,67,"network",9.11500000000524
"MBPro13",225,68,"network",9.12099999999919
"MBPro13",225,69,"network",8.96699999999691
"MBPro13",225,70,"network",8.56599999999889
"MBPro13",225,71,"network",8.34000000000378
"MBPro13",225,72,"network",8.62200000000303
"MBPro13",225,73,"network",9.19400000000314
"MBPro13",225,74,"network",6.81500000000233
"MBPro13",225,75,"network",8.69900000000052
"MBPro13",225,76,"network",8.18299999999726
"MBPro13",225,77,"network",8.94400000000314
"MBPro13",225,78,"network",9.31700000000274
"MBPro13",225,79,"network",6.92000000000553
"MBPro13",225,80,"network",8.62299999999959
"MBPro13",225,81,"network",8.95500000000175
"MBPro13",225,82,"network",6.8269999999975
"MBPro13",225,83,"network",8.37099999999919
"MBPro13",225,84,"network",8.8839999999982
"MBPro13",225,85,"network",8.67799999999988
"MBPro13",225,86,"network",7.27900000000227
"MBPro13",225,87,"network",8.60599999999977
"MBPro13",225,88,"network",8.62700000000041
"MBPro13",225,89,"network",8.51499999999942
"MBPro13",225,90,"network",9.0969999999943
"MBPro13",225,91,"network",9.0280000000057
"MBPro13",225,92,"network",9.1140000000014
"MBPro13",225,93,"network",8.97999999999593
"MBPro13",225,94,"network",9.54100000000471
"MBPro13",225,95,"network",10.2649999999994
"MBPro13",225,96,"network",9.00600000000122
"MBPro13",225,97,"network",8.83499999999913
"MBPro13",225,98,"network",8.40000000000146
"MBPro13",225,99,"network",7.23899999999412
"MBPro13",225,100,"network",9.04499999999825
"MBPro13",250,1,"network",11.9470000000001
"MBPro13",250,2,"network",10.0669999999991
"MBPro13",250,3,"network",9.67900000000009
"MBPro13",250,4,"network",12.2970000000023
"MBPro13",250,5,"network",9.33400000000256
"MBPro13",250,6,"network",12.4069999999992
"MBPro13",250,7,"network",11.7930000000015
"MBPro13",250,8,"network",12.242000000002
"MBPro13",250,9,"network",12.226999999999
"MBPro13",250,10,"network",10.1929999999993
"MBPro13",250,11,"network",9.79299999999785
"MBPro13",250,12,"network",12.6699999999983
"MBPro13",250,13,"network",10.4519999999975
"MBPro13",250,14,"network",12.3940000000002
"MBPro13",250,15,"network",9.9429999999993
"MBPro13",250,16,"network",12.0030000000006
"MBPro13",250,17,"network",9.71299999999974
"MBPro13",250,18,"network",9.92900000000009
"MBPro13",250,19,"network",11.7969999999987
"MBPro13",250,20,"network",12.9039999999986
"MBPro13",250,21,"network",12.398000000001
"MBPro13",250,22,"network",12.2180000000008
"MBPro13",250,23,"network",9.84899999999834
"MBPro13",250,24,"network",12.4959999999992
"MBPro13",250,25,"network",12.2079999999987
"MBPro13",250,26,"network",12.2380000000012
"MBPro13",250,27,"network",9.94800000000032
"MBPro13",250,28,"network",12.6320000000014
"MBPro13",250,29,"network",12.6229999999996
"MBPro13",250,30,"network",12.1850000000013
"MBPro13",250,31,"network",10.0469999999987
"MBPro13",250,32,"network",12.135000000002
"MBPro13",250,33,"network",12.8600000000006
"MBPro13",250,34,"network",10.5250000000015
"MBPro13",250,35,"network",12.1740000000063
"MBPro13",250,36,"network",9.91500000000087
"MBPro13",250,37,"network",12.6929999999993
"MBPro13",250,38,"network",14.3709999999992
"MBPro13",250,39,"network",13.5539999999964
