"network_size","iteration","igraph","network","ggnet2","geomnet","ggnetwork"
75,11,0.201999999999998,0.532999999999902,0.320999999999913,0.555999999999813,0.572999999999865
75,12,0.173999999999978,0.483000000000175,0.335000000000036,0.564999999999827,0.563999999999851
75,13,0.199000000000069,0.493999999999915,0.34699999999998,0.565000000000055,0.59699999999998
75,14,0.186000000000149,0.509999999999991,0.34699999999998,0.582000000000107,0.59699999999998
75,15,0.201000000000022,0.528999999999996,0.342000000000098,0.571999999999889,0.603000000000065
75,16,0.201000000000022,0.525000000000091,0.327999999999975,0.585000000000036,0.59699999999998
75,17,0.176999999999907,0.478000000000065,0.316000000000031,0.534999999999854,0.59699999999998
75,18,0.196999999999889,0.537000000000035,0.350999999999885,0.579999999999927,0.593999999999824
75,19,0.184999999999945,0.5,0.346000000000004,0.538999999999987,0.578999999999951
75,20,0.176999999999907,0.494999999999891,0.324000000000069,0.575000000000045,0.575000000000045
