"network_size","iteration","igraph","network","ggnet2","geomnet","ggnetwork"
200,1,4.48999999999978,63.857,1.89099999999962,3.69399999999951,2.18499999999949
200,2,5.14600000000064,68.5220000000008,1.57400000000052,3.38500000000022,1.80599999999959
200,3,4.25699999999961,55.96,1.59799999999996,3.26999999999953,1.91100000000006
200,4,4.22800000000007,56.7440000000006,1.57600000000002,3.41299999999956,1.74099999999999
200,5,4.26900000000023,55.933,1.58799999999974,3.27700000000004,1.83500000000004
200,6,4.22099999999955,56.8879999999999,1.59899999999925,3.41299999999956,1.75
200,7,4.26200000000063,56.1329999999998,1.62299999999959,3.30600000000049,1.86899999999969
200,8,4.22500000000036,56.5680000000002,1.60300000000007,3.45600000000013,1.73700000000008
200,9,4.2450000000008,56.2610000000004,1.58700000000044,3.28600000000006,1.84500000000025
200,10,4.2510000000002,57.4179999999997,1.59299999999985,3.22300000000087,1.72299999999996
200,11,4.2489999999998,57.2300000000005,1.59399999999914,3.21500000000015,1.71600000000035
200,12,4.22499999999945,57.5140000000001,1.60100000000057,3.32999999999993,1.86799999999948
200,13,4.2559999999994,57.384,1.58100000000013,3.1909999999998,1.80500000000029
200,14,4.24499999999989,57.5320000000002,1.54500000000007,3.27399999999943,1.75500000000011
200,15,4.22499999999945,57.076,1.55100000000039,3.18100000000049,1.75600000000031
200,16,4.2470000000003,57.4380000000001,1.54799999999977,3.23299999999927,1.77700000000004
200,17,4.21300000000065,57.3629999999994,1.55999999999949,3.18599999999969,1.78499999999985
200,18,4.22400000000016,57.4130000000005,1.60099999999966,3.28999999999996,1.77099999999973
200,19,4.24399999999969,57.2929999999997,1.52900000000045,3.16899999999987,1.76100000000042
200,20,4.20600000000013,57.4809999999998,1.52599999999984,3.28099999999995,1.8130000000001
200,21,4.23600000000079,57.259,1.54500000000007,3.21799999999985,1.73599999999988
200,22,4.28299999999945,55.3110000000006,1.61099999999988,3.26100000000042,1.77300000000014
200,23,4.26900000000023,57.3999999999996,1.59500000000025,3.23999999999978,1.73199999999997
200,24,4.31200000000081,55.5350000000008,1.57300000000032,3.22699999999986,1.7510000000002
200,25,4.24299999999948,56.4189999999999,1.59500000000025,3.28699999999935,1.78400000000056
200,26,4.23400000000038,57.2749999999996,1.59299999999985,3.26300000000083,1.76800000000003
200,27,4.26499999999942,57.3699999999999,1.58500000000004,3.20300000000043,1.72200000000066
200,28,4.25900000000001,57.3539999999994,1.52099999999973,3.19399999999951,1.77099999999973
200,29,4.27599999999984,57.317,1.59599999999955,3.16399999999976,1.77199999999993
200,30,4.2450000000008,55.2850000000008,1.6230000000005,3.2470000000003,1.82399999999961
200,31,4.24299999999948,57.3199999999997,1.61000000000058,3.21100000000024,1.90899999999965
200,32,4.28600000000006,55.375,1.53299999999945,3.21799999999985,1.79899999999998
200,33,4.30099999999948,56.4029999999993,1.58500000000004,3.30999999999949,1.78700000000026
200,34,4.24600000000009,57.491,1.60500000000047,3.20899999999983,1.79400000000078
200,35,4.22399999999925,57.4319999999998,1.59200000000055,3.23199999999997,1.70499999999993
200,36,4.22199999999975,57.6350000000002,1.53700000000026,3.25400000000081,1.80299999999988
200,37,4.24099999999999,57.4009999999998,1.58500000000004,3.23099999999977,1.76299999999992
200,38,4.2489999999998,57.4589999999998,1.59000000000015,3.29600000000028,1.74200000000019
200,39,4.25,57.4189999999999,1.58699999999953,3.21500000000015,1.85699999999997
200,40,4.23199999999997,57.3909999999996,1.60300000000007,3.35799999999927,1.77599999999984
200,41,4.24300000000039,57.357,1.61099999999988,3.18299999999999,1.7470000000003
200,42,4.27099999999973,57.4470000000001,1.60900000000038,3.2470000000003,1.74200000000019
200,43,4.30599999999959,57.424,1.54500000000007,3.20499999999993,1.73099999999977
200,44,4.24200000000019,57.5339999999997,1.58000000000084,3.32499999999982,1.75
200,45,4.23900000000049,57.393,1.6190000000006,3.19000000000051,1.77199999999993
200,46,4.29100000000017,57.5049999999992,1.53600000000006,3.26099999999951,1.71399999999994
200,47,4.24600000000009,57.4749999999995,1.58500000000004,3.18000000000029,1.71799999999985
200,48,4.1909999999998,57.2539999999999,1.54699999999957,3.27300000000014,1.71399999999994
200,49,4.23399999999947,57.5929999999998,1.5600000000004,3.16499999999996,1.7519999999995
200,50,4.29899999999998,57.3029999999999,1.61999999999989,3.24799999999959,1.72499999999945
200,51,4.24600000000009,57.6279999999997,1.59400000000005,3.22800000000007,1.80000000000018
200,52,4.20000000000073,57.4369999999999,1.61799999999948,3.26900000000023,1.72699999999986
200,53,4.22199999999975,57.4279999999999,1.59900000000016,3.21900000000005,1.78600000000006
200,54,4.29600000000028,57.4600000000009,1.53600000000006,3.26900000000023,1.76800000000003
200,55,4.2489999999998,57.3869999999988,1.59500000000116,3.19100000000071,1.70999999999913
200,56,4.2450000000008,57.4400000000005,1.59300000000076,3.25900000000001,1.78100000000086
200,57,4.26200000000063,57.482,1.54800000000068,3.2489999999998,1.80600000000049
200,58,4.24699999999939,57.3689999999988,1.59499999999935,3.24099999999999,1.71799999999894
200,59,4.22700000000077,57.3349999999991,1.55499999999847,3.20399999999972,1.72800000000097
200,60,4.25900000000001,57.6870000000017,1.54700000000048,3.22199999999975,1.79600000000028
200,61,4.26399999999921,57.4869999999992,1.57899999999972,3.20600000000013,1.71800000000076
200,62,4.26499999999942,57.4879999999994,1.60200000000077,3.26500000000124,1.73099999999977
200,63,4.30199999999968,55.3990000000013,1.58500000000095,3.21299999999974,1.78799999999865
200,64,4.31400000000031,56.4559999999983,1.54999999999927,3.28899999999885,1.78299999999945
200,65,4.2440000000006,57.5070000000014,1.61200000000099,3.1869999999999,1.79100000000108
200,66,4.34799999999996,57.389000000001,1.57999999999993,3.17900000000009,1.72199999999975
200,67,4.47400000000016,57.4300000000003,1.54000000000087,3.23399999999856,1.79300000000148
200,68,4.3119999999999,57.5529999999999,1.57600000000093,3.20900000000074,1.71199999999953
200,69,4.22999999999956,57.5290000000005,1.60399999999936,3.21399999999994,1.81599999999889
200,70,4.25799999999981,57.7060000000001,1.58499999999913,3.23999999999978,1.80399999999827
200,71,4.25400000000081,57.4679999999989,1.58100000000013,3.1979999999985,1.77099999999882
200,72,4.24800000000141,57.4770000000008,1.53700000000026,3.22899999999936,1.79600000000028
200,73,4.253999999999,57.621000000001,1.55499999999847,3.29599999999846,1.83399999999892
200,74,4.2609999999986,57.7340000000004,1.59100000000035,3.16100000000006,1.77200000000084
200,75,4.23300000000017,57.4449999999997,1.57799999999952,3.1929999999993,1.76800000000003
200,76,4.21599999999853,57.4270000000015,1.60599999999977,3.22299999999996,1.79700000000048
200,77,4.25900000000001,57.4800000000014,1.54299999999967,3.22400000000016,1.78899999999885
200,78,4.26000000000022,57.3819999999996,1.59699999999975,3.18900000000031,1.73300000000017
200,79,4.28999999999905,57.7790000000005,1.58799999999974,3.23399999999856,1.77000000000044
200,80,4.24200000000019,57.5060000000012,1.55500000000029,3.21099999999933,1.78100000000086
200,81,4.25900000000001,57.744999999999,1.61299999999937,3.26100000000042,1.76499999999942
200,82,4.246000000001,57.4290000000001,1.70499999999993,3.22200000000157,1.77499999999964
