"network_size","iteration","igraph","network","ggnet2","geomnet","ggnetwork"
25,71,0.0200000000004366,0.0560000000004948,0.11699999999928,0.266000000000531,0.590000000000146
25,72,0.0180000000000291,0.0529999999998836,0.13799999999992,0.271999999999935,0.560999999999694
25,73,0.0199999999995271,0.055000000000291,0.123000000000502,0.268000000000029,0.583000000000538
25,74,0.0180000000000291,0.0519999999996799,0.123000000000502,0.266999999999825,0.559999999999491
25,75,0.0210000000006403,0.0570000000006985,0.119999999999891,0.263000000000829,0.574000000000524
25,76,0.0230000000001382,0.0559999999995853,0.122999999999593,0.277999999999338,0.568999999999505
25,77,0.0219999999999345,0.055000000000291,0.134000000000015,0.278000000000247,0.579999999999927
25,78,0.0199999999995271,0.0549999999993815,0.118000000000393,0.278000000000247,0.568999999999505
25,79,0.0199999999995271,0.0540000000000873,0.132999999999811,0.274000000000342,0.579999999999927
25,80,0.0210000000006403,0.0570000000006985,0.121999999999389,0.277000000000044,0.576000000000022
