"network_size","iteration","igraph","network","ggnet2","geomnet","ggnetwork"
250,51,2.34000000000015,9.32899999999972,1.89099999999962,4.39100000000053,2.89199999999983
250,52,2.35299999999916,10.134,1.90300000000025,4.47100000000046,2.89600000000064
250,53,2.30599999999959,5.98499999999967,1.89199999999983,4.41900000000078,2.82899999999972
250,54,2.42399999999998,6.14199999999983,1.8739999999998,4.48899999999958,2.875
250,55,2.3760000000002,10.0199999999995,1.90499999999975,4.55099999999948,2.89699999999993
250,56,2.30599999999959,9.70899999999983,1.85400000000027,4.3720000000003,2.87100000000009
250,57,2.36300000000028,9.47199999999975,1.88500000000022,4.32200000000012,2.83600000000024
250,58,2.33700000000044,6.86999999999989,1.95900000000074,4.38199999999961,2.85300000000007
250,59,2.39199999999983,9.34699999999975,1.89600000000064,4.48700000000008,2.87299999999959
250,60,2.39400000000023,6.23600000000079,1.88500000000022,4.4360000000006,2.93599999999969
