"network_size","iteration","igraph","network","ggnet2","geomnet","ggnetwork"
250,1,2.121,4.185,1.199,3.268,1.766
250,2,1.488,4.425,1.22,3.483,1.737
250,3,1.52399999999999,4.502,1.23599999999999,3.321,1.75800000000001
250,4,1.431,6.908,1.209,3.447,1.721
250,5,1.44399999999999,7.262,1.22,3.54299999999999,1.75399999999999
250,6,1.455,6.65700000000001,1.19399999999999,3.387,0.920000000000002
250,7,1.47,7.218,1.23399999999999,3.39599999999999,0.943000000000012
250,8,3.75,4.357,1.23699999999999,3.30700000000002,1.78
250,9,1.46700000000001,7.55799999999999,1.19399999999999,3.38299999999998,1.756
250,10,1.55799999999999,7.09900000000002,1.23600000000002,3.38200000000001,1.726
